"ng","60463"
" t","56667"
"n ","49169"
"g ","43706"
"nh","34812"
" c","34149"
"i ","28450"
"::","27660"
"h ","27570"
"  ","25558"
" n","24269"
" đ","23984"
"c ","22736"
"ch","19091"
"t ","18219"
" v","17271"
" T","17155"
" h","16944"
"th","16726"
"a ","14645"
", ","14444"
"m ","14395"
"tr","14172"
"

","13674"
" b","12885"
" l","12679"
"iệ","12261"
"u ","12202"
"an","11894"
" C","11512"
"o ","11483"
" d","11447"
"20","11364"
" N","11359"
" k","11331"
"y ","11264"
"hi","10466"
" s","10345"
"à ","9730"
" p","9574"
"ph","9552"
"ôn","9482"
"p ","9393"
"
T","9322"
" m","8811"
"in","8415"
" g","8193"
"Th","8133"
" H","7985"
"uy","7777"
"àn","7733"
" B","7455"
"ên","6558"
"qu","6251"
"gi","6226"
" q","6157"
"ác","6138"
" Đ","6114"
"kh","6088"
"ện","5871"
"00","5865"
" 2","5695"
"hà","5688"
" V","5684"
"am","5670"
"Ch","5621"
"ho","5464"
"
C","5408"
"- ","5397"
"ản","5314"
" -","5275"
"hu","5242"
"on","5124"
"ti","5074"
"02","5009"
"há","4987"
"ha","4931"
"e ","4809"
": ","4689"
"
B","4662"
"và","4625"
"Tr","4573"
" L","4546"
"ân","4463"
"iê","4431"
"hô","4306"
"iế","4282"
"ại","4222"
"hư","4189"
"ườ","4187"
" 1","4123"
"Vi","4102"
" M","4070"
"Na","4064"
"hí","4049"
"án","4037"
"ội","3989"
"ướ","3985"
"--","3985"
"vi","3976"
"ơn","3954"
"ìn","3930"
" S","3912"
"gh","3857"
"ới","3856"
"ăn","3850"
"cá","3844"
" x","3812"
"n
","3747"
"ệt","3721"
"g
","3698"
" P","3567"
"..","3557"
"/2","3473"
"Ph","3430"
"ến","3420"
".
","3396"
"ộ ","3395"
"ết","3391"
"NG","3388"
"Ng","3323"
"ia","3319"
"ra","3200"
"iể","3198"
"Qu","3182"
"19","3161"
" K","3102"
"ủa","3089"
"ai","3078"
"
H","3072"
"củ","3055"
"ất","3052"
"N ","3050"
"ua","3033"
"hủ","3025"
"ạn","3021"
"ó ","3021"
"rư","3012"
"ín","2979"
"ời","2960"
"H ","2958"
"ươ","2938"
"ịc","2894"
"h
","2882"
"
Đ","2833"
"ức","2818"
"0
","2815"
"ỉn","2793"
" D","2779"
" G","2754"
"
N","2753"
"ị ","2742"
"m
","2735"
"ực","2734"
"ề ","2731"
"ri","2727"
"ớc","2708"
"ố ","2691"
"đi","2689"
"ee","2688"
"er","2685"
"un","2682"
"0 ","2661"
"ao","2660"
"Kh","2656"
"ế ","2622"
"BN","2610"
"ru","2582"
"ở ","2571"
"gà","2566"
"ro","2559"
"ã ","2553"
"ày","2549"
"ủ ","2546"
"Gi","2540"
"7/","2533"
" Q","2532"
"ượ","2508"
" (","2482"
"độ","2468"
"
 ","2455"
"/0","2443"
"01","2431"
"ải","2413"
"hứ","2409"
"ờn","2405"
"hố","2393"
"iề","2391"
"ốn","2386"
"ốc","2383"
"cc","2360"
"cô","2335"
" A","2329"
"G ","2314"
"uố","2282"
"ần","2280"
"hâ","2280"
"07","2262"
"c
","2249"
"về","2247"
"ục","2233"
"òn","2229"
"li","2214"
" r","2198"
"__","2193"
"tạ","2175"
"i
","2151"
"k ","2146"
"ận","2132"
"ền","2129"
"ển","2128"
"áo","2116"
" a","2107"
"
1","2084"
"bi","2078"
"ăm","2067"
"
G","2059"
"hạ","2050"
"hậ","2049"
"NH","2049"
"ây","2046"
"ồn","2045"
"HH","2045"
"có","2029"
"
S","2024"
"
V","2022"
"Hà","2022"
" 
","2019"
"oạ","2004"
"ầu","1985"
"là","1978"
"nă","1977"
"10","1968"
"ự ","1951"
"uả","1949"
"aa","1947"
"oa","1932"
"0.","1923"
"-1","1908"
"oà","1907"
"ư ","1899"
"tư","1890"
"ập","1878"
"đị","1878"
")
","1873"
".0","1868"
"gư","1866"
"số","1857"
"ki","1853"
"tỉ","1846"
"d ","1838"
"r ","1837"
". ","1833"
"ều","1830"
"í ","1827"
"át","1814"
"g,","1806"
"yế","1800"
"s ","1786"
"ật","1777"
"Nh","1764"
" 3","1761"
"ổ ","1754"
"ộn","1750"
"hị","1746"
"ể ","1745"
"Bộ","1742"
"ay","1741"
"
M","1718"
"t
","1702"
"đư","1702"
"dự","1694"
"á ","1685"
"hỏ","1678"
"gu","1674"
"to","1671"
"ịn","1664"
"ơ ","1654"
"te","1647"
"he","1647"
"
L","1647"
"
2","1643"
"Nộ","1621"
"do","1620"
"TH","1603"
"ài","1599"
"iá","1578"
"Cô","1575"
"ợc","1569"
"hò","1568"
"en","1564"
"ba","1559"
"T ","1554"
"9 ","1553"
"ụ ","1548"
"uậ","1540"
"i	","1537"
"dd","1533"
"hó","1523"
"re","1522"
"29","1522"
"	N","1521"
"ệu","1519"
"Co","1518"
"tu","1516"
"ả ","1508"
"
K","1503"
"vớ","1502"
"I ","1497"
"
P","1493"
"hấ","1487"
"họ","1487"
"ca","1482"
"ấp","1474"
"yê","1465"
"tế","1462"
"ý ","1456"
"ỏi","1454"
"n,","1451"
"Ba","1450"
" X","1449"
"dị","1444"
"id","1428"
" 0","1408"
"ử ","1400"
"hú","1389"
"CH","1387"
"VI","1383"
"iả","1375"
"bá","1374"
"ne","1371"
"ối","1368"
"Ti","1364"
"ào","1364"
"hộ","1361"
"1 ","1354"
"ar","1346"
"
X","1343"
" 4","1342"
"em","1320"
"đạ","1312"
"2 ","1308"
"9/","1307"
"yề","1302"
"ệ ","1297"
"hỉ","1294"
"	V","1292"
"ov","1289"
"áp","1286"
"đồ","1285"
"ảo","1270"
"bả","1261"
"ạo","1259"
"ồ ","1256"
"ọc","1252"
"es","1248"
"si","1247"
"hả","1243"
"ệp","1239"
"ệc","1232"
"ta","1231"
"ID","1205"
"or","1204"
"9
","1204"
"dụ","1203"
"ma","1201"
"dâ","1194"
"5 ","1186"
"êu","1184"
"h,","1183"
"C ","1181"
"na","1176"
"ớn","1172"
"ạc","1172"
"vụ","1172"
"al","1167"
"hì","1166"
"An","1162"
"ểm","1162"
"ừ ","1161"
"sa","1161"
" Y","1159"
"TT","1158"
"D ","1156"
"
D","1152"
"ộc","1152"
"từ","1150"
"ổn","1146"
"	K","1138"
"st","1135"
"hế","1134"
"ột","1131"
"cấ","1131"
"Y ","1129"
"la","1127"
"ỉ ","1127"
"cả","1112"
"ái","1111"
"H:","1101"
"kk","1100"
"i,","1096"
"ie","1095"
":H","1092"
"ắc","1091"
"n:","1087"
"a
","1085"
"ni","1084"
"hự","1084"
"u
","1083"
"yệ","1078"
"ùn","1075"
"4 ","1063"
"co","1050"
"đầ","1048"
"ga","1045"
"lu","1043"
"15","1042"
"óa","1034"
"et","1032"
"nư","1030"
"
Q","1026"
"30","1024"
"Ho","1023"
"ac","1023"
"17","1023"
"l ","1017"
"Li","1014"
"TR","1013"
"ếp","1005"
"ệm","1005"
"ạt","1005"
"3 ","1003"
" e","1000"
"ứn","998"
"hữ","997"
"hệ","996"
"iờ","992"
"%
","991"
":	","991"
"ụn","989"
"nd","987"
"Mi","986"
"D-","986"
"12","982"
"OV","981"
"sá","978"
"Vă","976"
"ờ ","976"
"hẩ","974"
"M ","973"
"ễn","972"
"àm","971"
"IN","963"
"Đà","960"
"ựn","957"
"ea","954"
"ưở","952"
"CO","950"
"0)","949"
"oá","946"
"uộ","944"
"k:","944"
